,#EANF#,%,Cash / Call,Equity,Equity ,Qty,Qty ,Rating ,Sector,Unnamed: 0,Unnamed: 0.1,Unnamed: 4,Unnamed: 5,Value,"Value
 (Rs cr)",Value  (Rs cr),company_code,company_name
13,,1.92,,,L&T Finance,,"2,715,237.00",,Banking & Financial Services,13,13,,,,39.18,,MBS027,newbirla-sun-life-midcap-fund
14,,1.86,,,Bharat Elec,,"2,349,518.00",,Manufacturing,14,14,,,,37.96,,MBS027,newbirla-sun-life-midcap-fund
15,,1.85,,,IDFC,,"6,833,013.00",,Banking & Financial Services,15,15,,,,37.75,,MBS027,newbirla-sun-life-midcap-fund
16,,1.81,,,Eris Life,,"614,271.00",,Pharmaceuticals,16,16,,,,36.94,,MBS027,newbirla-sun-life-midcap-fund
17,,1.75,,,Yes Bank,,"244,016.00",,Banking & Financial Services,17,17,,,,35.71,,MBS027,newbirla-sun-life-midcap-fund
18,,1.71,,,HPCL,,"1,025,583.00",,Oil & Gas,18,18,,,,34.9,,MBS027,newbirla-sun-life-midcap-fund
19,,1.71,,,CG Power ,,"4,250,360.00",,Engineering & Capital Goods,19,19,,,,34.9,,MBS027,newbirla-sun-life-midcap-fund
20,,1.69,,,Bayer CropScien,,"74,438.00",,Chemicals,20,20,,,,34.49,,MBS027,newbirla-sun-life-midcap-fund
21,,1.67,,,Petronet LNG,,"1,577,521.00",,Oil & Gas,21,21,,,,34.08,,MBS027,newbirla-sun-life-midcap-fund
22,,1.65,,,IRB Infra,,"1,610,285.00",,Engineering & Capital Goods,22,22,,,,33.67,,MBS027,newbirla-sun-life-midcap-fund
23,,1.64,,,Aurobindo Pharm,,"488,855.00",,Pharmaceuticals,23,23,,,,33.47,,MBS027,newbirla-sun-life-midcap-fund
24,,1.55,,,Natco Pharma,,"315,767.00",,Pharmaceuticals,24,24,,,,31.63,,MBS027,newbirla-sun-life-midcap-fund
25,,1.54,,,BSE Limited,,"292,733.00",,Miscellaneous,25,25,,,,31.43,,MBS027,newbirla-sun-life-midcap-fund
26,,1.53,,,Voltas,,"682,827.00",,Conglomerates,26,26,,,,31.22,,MBS027,newbirla-sun-life-midcap-fund
27,,1.43,,,Pfizer,,"161,501.00",,Pharmaceuticals,27,27,,,,29.18,,MBS027,newbirla-sun-life-midcap-fund
28,,1.4,,,J. K. Cement,,"304,286.00",,Cement & Construction,28,28,,,,28.57,,MBS027,newbirla-sun-life-midcap-fund
29,,1.36,,,MRPL,,"2,346,986.00",,Oil & Gas,29,29,,,,27.75,,MBS027,newbirla-sun-life-midcap-fund
30,,1.33,,,AB Nuvo,,"145,982.00",,Conglomerates,30,30,,,,27.14,,MBS027,newbirla-sun-life-midcap-fund
31,,1.26,,,Hind Zinc,,"975,249.00",,Metals & Mining,31,31,,,,25.71,,MBS027,newbirla-sun-life-midcap-fund
32,,1.26,,,BEML,,"167,699.00",,Engineering & Capital Goods,32,32,,,,25.71,,MBS027,newbirla-sun-life-midcap-fund
33,,1.24,,,Divis Labs,,"390,951.00",,Pharmaceuticals,33,33,,,,25.3,,MBS027,newbirla-sun-life-midcap-fund
34,,1.24,,,Guj Flourochem,,"342,366.00",,Chemicals,34,34,,,,25.3,,MBS027,newbirla-sun-life-midcap-fund
35,,1.23,,,Finolex Cables,,"550,082.00",,Telecommunication,35,35,,,,25.1,,MBS027,newbirla-sun-life-midcap-fund
36,,1.21,,,Max Financial,,"391,255.00",,Manufacturing,36,36,,,,24.69,,MBS027,newbirla-sun-life-midcap-fund
37,,1.2,,,Delta Corp,,"1,577,329.00",,Banking & Financial Services,37,37,,,,24.49,,MBS027,newbirla-sun-life-midcap-fund
38,,1.18,,,Solar Ind,,"292,002.00",,Chemicals,38,38,,,,24.08,,MBS027,newbirla-sun-life-midcap-fund
39,,1.17,,,Torrent Pharma,,"195,615.00",,Pharmaceuticals,39,39,,,,23.88,,MBS027,newbirla-sun-life-midcap-fund
40,,1.14,,,Colgate,,"209,422.00",,Consumer Non-durables,40,40,,,,23.26,,MBS027,newbirla-sun-life-midcap-fund
41,,1.13,,,Dalmia Bharat,,"93,370.00",,Cement & Construction,41,41,,,,23.06,,MBS027,newbirla-sun-life-midcap-fund
42,,1.11,,,HUDCO,,"3,375,773.00",,Retail & Real Estate,42,42,,,,22.65,,MBS027,newbirla-sun-life-midcap-fund
43,,1.06,,,Schaeffler Ind,,"48,631.00",,Engineering & Capital Goods,43,43,,,,21.63,,MBS027,newbirla-sun-life-midcap-fund
44,,1.05,,,Century,,"194,791.00",,Conglomerates,44,44,,,,21.43,,MBS027,newbirla-sun-life-midcap-fund
45,,1.05,,,Carborundum,,"658,787.00",,Engineering & Capital Goods,45,45,,,,21.43,,MBS027,newbirla-sun-life-midcap-fund
46,,1.03,,,Emami,,"195,425.00",,Consumer Non-durables,46,46,,,,21.02,,MBS027,newbirla-sun-life-midcap-fund
47,,1.02,,,Jyothy Labs,,"584,851.00",,Consumer Non-durables,47,47,,,,20.81,,MBS027,newbirla-sun-life-midcap-fund
48,,0.96,,,Apollo Hospital,,"153,705.00",,Services,48,48,,,,19.59,,MBS027,newbirla-sun-life-midcap-fund
49,,0.93,,,Fortis Health,,"1,171,496.00",,Services,49,49,,,,18.98,,MBS027,newbirla-sun-life-midcap-fund
50,,0.91,,,Tech Mahindra,,"486,128.00",,Information Technology,50,50,,,,18.57,,MBS027,newbirla-sun-life-midcap-fund
51,,0.86,,,DCB Bank,,"883,674.00",,Banking & Financial Services,51,51,,,,17.55,,MBS027,newbirla-sun-life-midcap-fund
52,,0.79,,,Welspun India,,"1,949,370.00",,Manufacturing,52,52,,,,16.12,,MBS027,newbirla-sun-life-midcap-fund
53,,0.76,,,Mindtree,,"293,178.00",,Information Technology,53,53,,,,15.51,,MBS027,newbirla-sun-life-midcap-fund
54,,0.72,,,Cummins,,"159,748.00",,Engineering & Capital Goods,54,54,,,,14.69,,MBS027,newbirla-sun-life-midcap-fund
55,,0.66,,,Repco Home,,"163,263.00",,Banking & Financial Services,55,55,,,,13.47,,MBS027,newbirla-sun-life-midcap-fund
56,,0.66,,,GlaxoSmith Con,,"25,158.00",,Food & Beverages,56,56,,,,13.47,,MBS027,newbirla-sun-life-midcap-fund
57,,0.54,,,Capital First,,"165,199.00",,Banking & Financial Services,57,57,,,,11.02,,MBS027,newbirla-sun-life-midcap-fund
58,,0.5,,,S Chand and Co,,"217,301.00",,Miscellaneous,58,58,,,,10.2,,MBS027,newbirla-sun-life-midcap-fund
59,,0.49,,,Cyient,,"196,953.00",,Information Technology,59,59,,,,10,,MBS027,newbirla-sun-life-midcap-fund
60,,0.45,,,Satin Credit,,"335,453.00",,Miscellaneous,60,60,,,,9.18,,MBS027,newbirla-sun-life-midcap-fund
61,,0.37,,,Equitas Holding,,"503,365.00",,Banking & Financial Services,61,61,,,,7.55,,MBS027,newbirla-sun-life-midcap-fund
62,,0.24,,,Firstsource Sol,,"1,436,249.00",,Information Technology,62,62,,,,4.9,,MBS027,newbirla-sun-life-midcap-fund
0,,8.21,,,Gillette India,,"461,571.00",,Consumer Non-durables,0,0,,,,235.9,,MBS017,newbirla-sun-life-mnc-fund
1,,7.84,,,Honeywell Autom,,"192,934.00",,Telecommunication,1,1,,,,225.27,,MBS017,newbirla-sun-life-mnc-fund
2,,7.14,,,Bayer CropScien,,"442,808.00",,Chemicals,2,2,,,,205.16,,MBS017,newbirla-sun-life-mnc-fund
3,,6.37,,,Kotak Mahindra,,"1,915,046.00",,Banking & Financial Services,3,3,,,,183.03,,MBS017,newbirla-sun-life-mnc-fund
4,,6.2,,,ICRA,,"441,803.00",,Miscellaneous,4,4,,,,178.15,,MBS017,newbirla-sun-life-mnc-fund
5,,5.64,,,Pfizer,,"896,869.00",,Pharmaceuticals,5,5,,,,162.06,,MBS017,newbirla-sun-life-mnc-fund
6,,5.57,,,Maruti Suzuki,,"221,741.00",,Automotive,6,6,,,,160.04,,MBS017,newbirla-sun-life-mnc-fund
7,,5.43,,,GlaxoSmithKline,,"621,661.00",,Pharmaceuticals,7,7,,,,156.02,,MBS017,newbirla-sun-life-mnc-fund
8,,5.39,,,Johnson Control,,"773,374.00",,Consumer Durables,8,8,,,,154.87,,MBS017,newbirla-sun-life-mnc-fund
9,,5.02,,,Thomas Cook,,"5,820,850.00",,Miscellaneous,9,9,,,,144.24,,MBS017,newbirla-sun-life-mnc-fund
10,,4.94,,,Bosch,,"60,848.00",,Automotive,10,10,,,,141.94,,MBS017,newbirla-sun-life-mnc-fund
11,,4.1,,,Capital First,,"1,766,076.00",,Banking & Financial Services,11,11,,,,117.81,,MBS017,newbirla-sun-life-mnc-fund
12,,3.72,,,Jet Airways,,"1,895,001.00",,Services,12,12,,,,106.89,,MBS017,newbirla-sun-life-mnc-fund
13,,3.68,,,Kansai Nerolac,,"2,401,503.00",,Chemicals,13,13,,,,105.74,,MBS017,newbirla-sun-life-mnc-fund
14,,2.93,,,HUL,,"779,810.00",,Consumer Non-durables,14,14,,,,84.19,,MBS017,newbirla-sun-life-mnc-fund
15,,2.16,,,P and G,,"77,356.00",,Consumer Non-durables,15,15,,,,62.06,,MBS017,newbirla-sun-life-mnc-fund
16,,1.9,,,Schaeffler Ind,,"122,735.00",,Engineering & Capital Goods,16,16,,,,54.59,,MBS017,newbirla-sun-life-mnc-fund
17,,1.86,,,Cummins,,"581,068.00",,Engineering & Capital Goods,17,17,,,,53.44,,MBS017,newbirla-sun-life-mnc-fund
18,,1.8,,,Bata India,,"962,676.00",,Consumer Non-durables,18,18,,,,51.72,,MBS017,newbirla-sun-life-mnc-fund
19,,1.13,,,CRISIL,,"167,019.00",,Miscellaneous,19,19,,,,32.47,,MBS017,newbirla-sun-life-mnc-fund
20,,1.1,,,WABCO India,,"57,290.00",,Automotive,20,20,,,,31.61,,MBS017,newbirla-sun-life-mnc-fund
21,,1.06,,,Colgate,,"274,179.00",,Consumer Non-durables,21,21,,,,30.46,,MBS017,newbirla-sun-life-mnc-fund
22,,0.93,,,Quess Corp,,"288,075.00",,Engineering & Capital Goods,22,22,,,,26.72,,MBS017,newbirla-sun-life-mnc-fund
23,,0.74,,,ACC,,"135,599.00",,Cement & Construction,23,23,,,,21.26,,MBS017,newbirla-sun-life-mnc-fund
24,,0.67,,,Castrol,,"475,692.00",,Chemicals,24,24,,,,19.25,,MBS017,newbirla-sun-life-mnc-fund
25,,0.56,,,SML Isuzu,,"133,173.00",,Automotive,25,25,,,,16.09,,MBS017,newbirla-sun-life-mnc-fund
26,,0.52,,,Oracle Fin Serv,,"41,395.00",,Information Technology,26,26,,,,14.94,,MBS017,newbirla-sun-life-mnc-fund
27,,0.41,,,Ambuja Cements,,"477,818.00",,Cement & Construction,27,27,,,,11.78,,MBS017,newbirla-sun-life-mnc-fund
28,,0.4,,,ITD Cementation,,"677,071.00",,Cement & Construction,28,28,,,,11.49,,MBS017,newbirla-sun-life-mnc-fund
29,,0.37,,,Nestle,,"15,781.00",,Food & Beverages,29,29,,,,10.63,,MBS017,newbirla-sun-life-mnc-fund
30,,0.35,,,Federal-Mogul,,"184,322.00",,Automotive,30,30,,,,10.06,,MBS017,newbirla-sun-life-mnc-fund
31,,0.28,,,Siemens,,"60,246.00",,Engineering & Capital Goods,31,31,,,,8.05,,MBS017,newbirla-sun-life-mnc-fund
32,,0.27,,,Akzo Nobel,,"42,331.00",,Chemicals,32,32,,,,7.76,,MBS017,newbirla-sun-life-mnc-fund
33,,0.23,,,Sanofi India,,"15,914.00",,Pharmaceuticals,33,33,,,,6.61,,MBS017,newbirla-sun-life-mnc-fund
34,,0.22,,,GE Power India,,"101,907.00",,Engineering & Capital Goods,34,34,,,,6.32,,MBS017,newbirla-sun-life-mnc-fund
35,,0.21,,,ABB India,,"41,595.00",,Engineering & Capital Goods,35,35,,,,6.03,,MBS017,newbirla-sun-life-mnc-fund
36,,0.19,,,GE T&D India,,"159,163.00",,Engineering & Capital Goods,36,36,,,,5.46,,MBS017,newbirla-sun-life-mnc-fund
37,,0.19,,,Blue Dart,,"11,592.00",,Services,37,37,,,,5.46,,MBS017,newbirla-sun-life-mnc-fund
38,,0.12,,,Disa India,,"6,924.00",,Engineering & Capital Goods,38,38,,,,3.45,,MBS017,newbirla-sun-life-mnc-fund
39,,0.07,,,Schneider Infra,,"157,627.00",,Utilities,39,39,,,,2.01,,MBS017,newbirla-sun-life-mnc-fund
0,,5.31,,,Federal Bank,,"492,698.00",,Banking & Financial Services,0,0,,,,5.56,,MAB726,newbnp-paribas-mid-cap-fund-dir
1,,5.19,,,IndusInd Bank,,"36,745.00",,Banking & Financial Services,1,1,,,,5.43,,MAB726,newbnp-paribas-mid-cap-fund-dir
2,,3.39,,,Bharat Elec,,"219,726.00",,Manufacturing,2,2,,,,3.55,,MAB726,newbnp-paribas-mid-cap-fund-dir
3,,3.24,,,KPR Mill,,"42,194.00",,Manufacturing,3,3,,,,3.39,,MAB726,newbnp-paribas-mid-cap-fund-dir
4,,3.18,,,PVR,,"23,640.00",,Media & Entertainment,4,4,,,,3.33,,MAB726,newbnp-paribas-mid-cap-fund-dir
5,,3.03,,,RamkrishnaForge,,"60,938.00",,Manufacturing,5,5,,,,3.17,,MAB726,newbnp-paribas-mid-cap-fund-dir
6,,2.87,,,City Union Bank,,"186,936.00",,Banking & Financial Services,6,6,,,,3.01,,MAB726,newbnp-paribas-mid-cap-fund-dir
7,,2.83,,,Repco Home,,"35,921.00",,Banking & Financial Services,7,7,,,,2.96,,MAB726,newbnp-paribas-mid-cap-fund-dir
8,,2.38,,,JK Lakshmi Cem,,"51,394.00",,Cement & Construction,8,8,,,,2.49,,MAB726,newbnp-paribas-mid-cap-fund-dir
9,,2.37,,,Tata Chemicals,,"40,887.00",,Chemicals,9,9,,,,2.48,,MAB726,newbnp-paribas-mid-cap-fund-dir
10,,2.31,,,Va Tech Wabag,,"35,121.00",,Engineering & Capital Goods,10,10,,,,2.42,,MAB726,newbnp-paribas-mid-cap-fund-dir
11,,2.28,,,Shankara Buildi,,"29,488.00",,Miscellaneous,11,11,,,,2.39,,MAB726,newbnp-paribas-mid-cap-fund-dir
12,,2.26,,,Kansai Nerolac,,"53,746.00",,Chemicals,12,12,,,,2.37,,MAB726,newbnp-paribas-mid-cap-fund-dir
13,,2.22,,,KNR Construct,,"112,406.00",,Cement & Construction,13,13,,,,2.32,,MAB726,newbnp-paribas-mid-cap-fund-dir
14,,2.15,,,Guj State Petro,,"127,514.00",,Oil & Gas,14,14,,,,2.25,,MAB726,newbnp-paribas-mid-cap-fund-dir
15,,2.15,,,Sundaram Fin,,"14,000.00",,Banking & Financial Services,15,15,,,,2.25,,MAB726,newbnp-paribas-mid-cap-fund-dir
16,,2.12,,,Deepak Fert,,"82,538.00",,Chemicals,16,16,,,,2.22,,MAB726,newbnp-paribas-mid-cap-fund-dir
17,,2.1,,,Petronet LNG,,"101,787.00",,Oil & Gas,17,17,,,,2.2,,MAB726,newbnp-paribas-mid-cap-fund-dir
18,,2.08,,,Mahindra Holida,,"55,832.00",,Services,18,18,,,,2.18,,MAB726,newbnp-paribas-mid-cap-fund-dir
19,,2.01,,,Alkem Lab,,"11,342.00",,Pharmaceuticals,19,19,,,,2.1,,MAB726,newbnp-paribas-mid-cap-fund-dir
20,,1.97,,,PNC Infratech,,"144,049.00",,Retail & Real Estate,20,20,,,,2.06,,MAB726,newbnp-paribas-mid-cap-fund-dir
21,,1.94,,,Guj Alkali,,"52,402.00",,Chemicals,21,21,,,,2.03,,MAB726,newbnp-paribas-mid-cap-fund-dir
22,,1.93,,,EngineersInd,,"131,484.00",,Engineering & Capital Goods,22,22,,,,2.02,,MAB726,newbnp-paribas-mid-cap-fund-dir
23,,1.87,,,Interglobe Avi,,"16,785.00",,Services,23,23,,,,1.96,,MAB726,newbnp-paribas-mid-cap-fund-dir
24,,1.85,,,Britannia,,"5,250.00",,Food & Beverages,24,24,,,,1.94,,MAB726,newbnp-paribas-mid-cap-fund-dir
25,,1.8,,,PNB Housing Fin,,"11,808.00",,Banking & Financial Services,25,25,,,,1.88,,MAB726,newbnp-paribas-mid-cap-fund-dir
26,,1.72,,,DCM Shriram,,"52,401.00",,Conglomerates,26,26,,,,1.8,,MAB726,newbnp-paribas-mid-cap-fund-dir
27,,1.69,,,Aditya Birla F,,"102,053.00",,Retail & Real Estate,27,27,,,,1.77,,MAB726,newbnp-paribas-mid-cap-fund-dir
28,,1.63,,,Manpasand Bever,,"21,677.00",,Food & Beverages,28,28,,,,1.71,,MAB726,newbnp-paribas-mid-cap-fund-dir
29,,1.62,,,Guj Mineral,,"115,395.00",,Metals & Mining,29,29,,,,1.7,,MAB726,newbnp-paribas-mid-cap-fund-dir
30,,1.6,,,MOIL,,"52,486.00",,Metals & Mining,30,30,,,,1.68,,MAB726,newbnp-paribas-mid-cap-fund-dir
31,,1.56,,,MCX India,,"15,009.00",,Miscellaneous,31,31,,,,1.63,,MAB726,newbnp-paribas-mid-cap-fund-dir
32,,1.54,,,Cholamandalam,,"14,344.00",,Banking & Financial Services,32,32,,,,1.61,,MAB726,newbnp-paribas-mid-cap-fund-dir
33,,1.54,,,Ratnamani Metal,,"19,645.00",,Metals & Mining,33,33,,,,1.61,,MAB726,newbnp-paribas-mid-cap-fund-dir
34,,1.53,,,DCB Bank,,"80,668.00",,Banking & Financial Services,34,34,,,,1.6,,MAB726,newbnp-paribas-mid-cap-fund-dir
35,,1.53,,,Shriram City,,"6,720.00",,Banking & Financial Services,35,35,,,,1.6,,MAB726,newbnp-paribas-mid-cap-fund-dir
36,,1.33,,,Endurance Techn,,"15,908.00",,Automotive,36,36,,,,1.39,,MAB726,newbnp-paribas-mid-cap-fund-dir
37,,1.32,,,Dhanuka Agritec,,"16,457.00",,Chemicals,37,37,,,,1.38,,MAB726,newbnp-paribas-mid-cap-fund-dir
38,,1.18,,,J. K. Cement,,"13,160.00",,Cement & Construction,38,38,,,,1.24,,MAB726,newbnp-paribas-mid-cap-fund-dir
39,,1.16,,,Cadila Health,,"23,129.00",,Pharmaceuticals,39,39,,,,1.21,,MAB726,newbnp-paribas-mid-cap-fund-dir
40,,1.12,,,Indian Metals,,"24,984.00",,Metals & Mining,40,40,,,,1.17,,MAB726,newbnp-paribas-mid-cap-fund-dir
41,,1.05,,,Insecticides,,"17,132.00",,Chemicals,41,41,,,,1.1,,MAB726,newbnp-paribas-mid-cap-fund-dir
42,,1.02,,,Heidelberg Cem,,"85,375.00",,Cement & Construction,42,42,,,,1.07,,MAB726,newbnp-paribas-mid-cap-fund-dir
43,,0.97,,,Sutlej Textiles,,"11,212.00",,Manufacturing,43,43,,,,1.02,,MAB726,newbnp-paribas-mid-cap-fund-dir
44,,0.79,,,Max Financial,,"13,107.00",,Manufacturing,44,44,,,,0.83,,MAB726,newbnp-paribas-mid-cap-fund-dir
45,,0.74,,,Union Bank,,"52,568.00",,Banking & Financial Services,45,45,,,,0.77,,MAB726,newbnp-paribas-mid-cap-fund-dir
46,,0.69,,,VRL Logistics,,"21,561.00",,Services,46,46,,,,0.72,,MAB726,newbnp-paribas-mid-cap-fund-dir
0,,5.31,,,Federal Bank,,"3,235,877.00",,Banking & Financial Services,0,0,,,,36.52,,MAB045,newbnp-paribas-mid-cap-fund
1,,5.19,,,IndusInd Bank,,"241,331.00",,Banking & Financial Services,1,1,,,,35.69,,MAB045,newbnp-paribas-mid-cap-fund
2,,3.39,,,Bharat Elec,,"1,443,084.00",,Manufacturing,2,2,,,,23.31,,MAB045,newbnp-paribas-mid-cap-fund
3,,3.24,,,KPR Mill,,"277,116.00",,Manufacturing,3,3,,,,22.28,,MAB045,newbnp-paribas-mid-cap-fund
4,,3.18,,,PVR,,"155,258.00",,Media & Entertainment,4,4,,,,21.87,,MAB045,newbnp-paribas-mid-cap-fund
5,,3.03,,,RamkrishnaForge,,"400,217.00",,Manufacturing,5,5,,,,20.84,,MAB045,newbnp-paribas-mid-cap-fund
6,,2.87,,,City Union Bank,,"1,227,730.00",,Banking & Financial Services,6,6,,,,19.74,,MAB045,newbnp-paribas-mid-cap-fund
7,,2.83,,,Repco Home,,"235,916.00",,Banking & Financial Services,7,7,,,,19.46,,MAB045,newbnp-paribas-mid-cap-fund
8,,2.38,,,JK Lakshmi Cem,,"337,539.00",,Cement & Construction,8,8,,,,16.37,,MAB045,newbnp-paribas-mid-cap-fund
9,,2.37,,,Tata Chemicals,,"268,531.00",,Chemicals,9,9,,,,16.3,,MAB045,newbnp-paribas-mid-cap-fund
10,,2.31,,,Va Tech Wabag,,"230,665.00",,Engineering & Capital Goods,10,10,,,,15.89,,MAB045,newbnp-paribas-mid-cap-fund
11,,2.28,,,Shankara Buildi,,"193,670.00",,Miscellaneous,11,11,,,,15.68,,MAB045,newbnp-paribas-mid-cap-fund
12,,2.26,,,Kansai Nerolac,,"352,987.00",,Chemicals,12,12,,,,15.54,,MAB045,newbnp-paribas-mid-cap-fund
13,,2.22,,,KNR Construct,,"738,247.00",,Cement & Construction,13,13,,,,15.27,,MAB045,newbnp-paribas-mid-cap-fund
14,,2.15,,,Guj State Petro,,"837,471.00",,Oil & Gas,14,14,,,,14.79,,MAB045,newbnp-paribas-mid-cap-fund
15,,2.15,,,Sundaram Fin,,"91,947.00",,Banking & Financial Services,15,15,,,,14.79,,MAB045,newbnp-paribas-mid-cap-fund
16,,2.12,,,Deepak Fert,,"542,080.00",,Chemicals,16,16,,,,14.58,,MAB045,newbnp-paribas-mid-cap-fund
17,,2.1,,,Petronet LNG,,"668,504.00",,Oil & Gas,17,17,,,,14.44,,MAB045,newbnp-paribas-mid-cap-fund
18,,2.08,,,Mahindra Holida,,"366,689.00",,Services,18,18,,,,14.3,,MAB045,newbnp-paribas-mid-cap-fund
19,,2.01,,,Alkem Lab,,"74,492.00",,Pharmaceuticals,19,19,,,,13.82,,MAB045,newbnp-paribas-mid-cap-fund
20,,1.97,,,PNC Infratech,,"946,068.00",,Retail & Real Estate,20,20,,,,13.55,,MAB045,newbnp-paribas-mid-cap-fund
21,,1.94,,,Guj Alkali,,"344,160.00",,Chemicals,21,21,,,,13.34,,MAB045,newbnp-paribas-mid-cap-fund
22,,1.93,,,EngineersInd,,"863,540.00",,Engineering & Capital Goods,22,22,,,,13.27,,MAB045,newbnp-paribas-mid-cap-fund
23,,1.87,,,Interglobe Avi,,"110,240.00",,Services,23,23,,,,12.86,,MAB045,newbnp-paribas-mid-cap-fund
24,,1.85,,,Britannia,,"34,478.00",,Food & Beverages,24,24,,,,12.72,,MAB045,newbnp-paribas-mid-cap-fund
25,,1.8,,,PNB Housing Fin,,"77,550.00",,Banking & Financial Services,25,25,,,,12.38,,MAB045,newbnp-paribas-mid-cap-fund
26,,1.72,,,DCM Shriram,,"344,150.00",,Conglomerates,26,26,,,,11.83,,MAB045,newbnp-paribas-mid-cap-fund
27,,1.69,,,Aditya Birla F,,"670,250.00",,Retail & Real Estate,27,27,,,,11.62,,MAB045,newbnp-paribas-mid-cap-fund
28,,1.63,,,Manpasand Bever,,"142,370.00",,Food & Beverages,28,28,,,,11.21,,MAB045,newbnp-paribas-mid-cap-fund
29,,1.62,,,Guj Mineral,,"757,873.00",,Metals & Mining,29,29,,,,11.14,,MAB045,newbnp-paribas-mid-cap-fund
30,,1.6,,,MOIL,,"344,712.00",,Metals & Mining,30,30,,,,11,,MAB045,newbnp-paribas-mid-cap-fund
31,,1.56,,,MCX India,,"98,577.00",,Miscellaneous,31,31,,,,10.73,,MAB045,newbnp-paribas-mid-cap-fund
32,,1.54,,,Cholamandalam,,"94,205.00",,Banking & Financial Services,32,32,,,,10.59,,MAB045,newbnp-paribas-mid-cap-fund
33,,1.54,,,Ratnamani Metal,,"129,020.00",,Metals & Mining,33,33,,,,10.59,,MAB045,newbnp-paribas-mid-cap-fund
34,,1.53,,,DCB Bank,,"529,799.00",,Banking & Financial Services,34,34,,,,10.52,,MAB045,newbnp-paribas-mid-cap-fund
35,,1.53,,,Shriram City,,"44,137.00",,Banking & Financial Services,35,35,,,,10.52,,MAB045,newbnp-paribas-mid-cap-fund
36,,1.33,,,Endurance Techn,,"104,477.00",,Automotive,36,36,,,,9.15,,MAB045,newbnp-paribas-mid-cap-fund
37,,1.32,,,Dhanuka Agritec,,"108,086.00",,Chemicals,37,37,,,,9.08,,MAB045,newbnp-paribas-mid-cap-fund
38,,1.18,,,J. K. Cement,,"86,429.00",,Cement & Construction,38,38,,,,8.11,,MAB045,newbnp-paribas-mid-cap-fund
39,,1.16,,,Cadila Health,,"151,906.00",,Pharmaceuticals,39,39,,,,7.98,,MAB045,newbnp-paribas-mid-cap-fund
40,,1.12,,,Indian Metals,,"164,087.00",,Metals & Mining,40,40,,,,7.7,,MAB045,newbnp-paribas-mid-cap-fund
41,,1.05,,,Insecticides,,"112,518.00",,Chemicals,41,41,,,,7.22,,MAB045,newbnp-paribas-mid-cap-fund
42,,1.02,,,Heidelberg Cem,,"560,715.00",,Cement & Construction,42,42,,,,7.01,,MAB045,newbnp-paribas-mid-cap-fund
43,,0.97,,,Sutlej Textiles,,"73,636.00",,Manufacturing,43,43,,,,6.67,,MAB045,newbnp-paribas-mid-cap-fund
44,,0.79,,,Max Financial,,"86,085.00",,Manufacturing,44,44,,,,5.43,,MAB045,newbnp-paribas-mid-cap-fund
45,,0.74,,,Union Bank,,"345,250.00",,Banking & Financial Services,45,45,,,,5.09,,MAB045,newbnp-paribas-mid-cap-fund
46,,0.69,,,VRL Logistics,,"141,603.00",,Services,46,46,,,,4.75,,MAB045,newbnp-paribas-mid-cap-fund
0,,4,,,Minda Ind,,"1,099,272.00",,Automotive,0,0,,,,87.01,,MCA205,newcan-robeco-emer-equities-direct
1,,3.67,,,Bajaj Finserv,,"160,000.00",,Banking & Financial Services,1,1,,,,79.87,,MCA205,newcan-robeco-emer-equities-direct
2,,2.59,,,Atul,,"256,674.00",,Chemicals,2,2,,,,56.44,,MCA205,newcan-robeco-emer-equities-direct
3,,2.34,,,Reliance,,"315,000.00",,Oil & Gas,3,3,,,,50.88,,MCA205,newcan-robeco-emer-equities-direct
4,,2.16,,,EngineersInd,,"2,954,260.00",,Engineering & Capital Goods,4,4,,,,46.93,,MCA205,newcan-robeco-emer-equities-direct
5,,2.07,,,Can Fin Homes,,"146,021.00",,Banking & Financial Services,5,5,,,,45.1,,MCA205,newcan-robeco-emer-equities-direct
6,,2.07,,,IIFL Holdings,,"752,874.00",,Banking & Financial Services,6,6,,,,45.04,,MCA205,newcan-robeco-emer-equities-direct
7,,2.06,,,Piramal Enter,,"152,000.00",,Pharmaceuticals,7,7,,,,44.88,,MCA205,newcan-robeco-emer-equities-direct
8,,1.99,,,CESC,,"460,000.00",,Utilities,8,8,,,,43.37,,MCA205,newcan-robeco-emer-equities-direct
9,,1.95,,,Container Corp,,"370,378.00",,Services,9,9,,,,42.37,,MCA205,newcan-robeco-emer-equities-direct
10,,1.89,,,HDFC,,"230,000.00",,Banking & Financial Services,10,10,,,,41.15,,MCA205,newcan-robeco-emer-equities-direct
11,,1.89,,,Dabur India,,"1,325,000.00",,Consumer Non-durables,11,11,,,,41.08,,MCA205,newcan-robeco-emer-equities-direct
12,,1.8,,,Mahanagar Gas,,"393,018.00",,Oil & Gas,12,12,,,,39.27,,MCA205,newcan-robeco-emer-equities-direct
13,,1.77,,,Navin Fluorine,,"547,355.00",,Chemicals,13,13,,,,38.44,,MCA205,newcan-robeco-emer-equities-direct
14,,1.75,,,IndusInd Bank,,"232,000.00",,Banking & Financial Services,14,14,,,,38.18,,MCA205,newcan-robeco-emer-equities-direct
15,,1.7,,,HUL,,"321,000.00",,Consumer Non-durables,15,15,,,,37.1,,MCA205,newcan-robeco-emer-equities-direct
16,,1.69,,,CARE,,"226,861.00",,Miscellaneous,16,16,,,,36.72,,MCA205,newcan-robeco-emer-equities-direct
